questionID,,,,,,
Title_question,Table name,Table description,Column name,Column description,Data type,Sensitive
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseholdAge6_SQ001_SQ002,Age of sixth household member (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseholdAge7_SQ001_SQ001,Age of seventh household member (years),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseholdAge7_SQ001_SQ002,Age of seventh household member (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseholdAge8_SQ001_SQ001,Age of eighth household member (years),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseholdAge8_SQ001_SQ002,Age of eighth household member (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseholdAge9_SQ001_SQ001,Age of ninth household member (years),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseholdAge9_SQ001_SQ002,Age of ninth household member (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseholdAge10_SQ001_SQ001,Age of tenth household member (years),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseholdAge10_SQ001_SQ002,Age of tenth household member (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseMF2,Gender of second household member,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseMF3,Gender of third household member,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseMF4,Gender of fourth household member,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseMF5,Gender of fifth household member,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseMF7,Gender of seventh household member,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseMF8,Gender of eighth household member,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseMF9,Gender of ninth household member,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseMF10,Gender of tenth household member,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHouseMF6,Gender of sixth household member,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSis,Does your BiB child have any brothers or sisters NOT living in the same house,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisRela,For brother or sister 1: What is their relationshipÂ to the BiB child?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisRel2,For brother or sister 2: What is their relationshipÂ to the BiB child?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisRel3,For brother or sister 3: What is their relationshipÂ to the BiB child?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisRel4,For brother or sister 4: What is their relationshipÂ to the BiB child?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisRel5,For brother or sister 5: What is their relationshipÂ to the BiB child?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge_SQ001_SQ001,Age of first sibling (years),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge_SQ001_SQ002,Age of first sibling (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge2_SQ001_S101,Age of second sibling (years),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge2_SQ001_S102,Age of second sibling (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge3_SQ001_S103,Age of third sibling (years),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge3_SQ001_S104,Age of third sibling (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge4_SQ001_S105,Age of fourth sibling (years),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge4_SQ001_S106,Age of fourth sibling (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge5_SQ001_S107,Age of fifth sibling (years),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisAge5_SQ001_S108,Age of fifth sibling (months),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisMF,Gender of first sibling,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisMF2,Gender of second sibling,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisMF3,Gender of third sibling,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisMF4,Gender of fourth sibling,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOtherBroSisMF5,Gender of fifth sibling,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOthBroSisNumber,How many siblings does BiB child have,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildGenHealth,How would you describe your child's general health? Would you say it is:,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildChronic,Does your child have any chronic health conditions,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildWhatChron_1,Does your child have a chronic respiratory condition,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildWhatChron_2,Does your child have a chronic skin disease,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildWhatChron_3,Does your child have a chronic eye or ear condition,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildWhatChron_4,Does your child have a chronic mental/behavioural condition,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildWhatChron_other,Other chronic health condition your child has,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildEffect,Does this condition reduce your child's ability to do everyday activities,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildConditions_1,Has a doctor/nurse ever told you your child has asthma,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildConditions_2,Has a doctor/nurse ever told you your child has eczema,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildConditions_3,Has a doctor/nurse ever told you your child has hay fever,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildConditions_4,Has a doctor/nurse ever told you your child has a food allergy,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildConditions_5,Has a doctor/nurse ever told you your child has epilepsy or seizures,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildConditions_6,Has a doctor/nurse ever told you your child has an ear infection or glue ear,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildConditions_7,Has a doctor/nurse ever told you your child has measles,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildConditions_88,You have never been told your child has any of these conditions,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildWheezing,Has your child ever had wheezing/whistling in the chest,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtBedWetting,Which of these best applies to your child:,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildMouth,"How would you rate the health of your childâ€™s teeth, lips, jaws and mouth?",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildMouthAffec,How is your child's overall wellbeing affected by the condition of their mouth,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandE,Has your child ever attended Accident and Emergency?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandEWhat_1,Has your child ever visited A&E for a fever,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandEWhat_2,Has your child ever visited A&E for a cough,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandEWhat_3,Has your child ever visited A&E for an asthma attack,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandEWhat_4,Has your child ever visited A&E for an infection,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandEWhat_5,Has your child ever visited A&E for bang or injury to the head,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandEWhat_6,Has your child ever visited A&E for a cut that needed stitches/glue,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandEWhat_7,Has your child ever visited A&E for broken/fractured bone,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandEWhat_8,Has your child ever visited A&E for burn or scald,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAandEWhat_other,Has your child ever visited A&E for another reason (state),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildAdmitHosp,Has your child been admitted to hospital in the past 12 months?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtWakeUpWeekday,What time does your child usually wake up in the morning on weekdays?,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtWakeUpWeekend,What time does your child usually wake up in the morning at weekends?,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtPuberty,Has your child shown any signs of puberty?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",gaudtChildHospAdmitTimes,How many times was the child admitted to hospital?,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtLanguageQstion_1,Questionnaire was administered in English,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtLanguageQstion_2,Questionnaire was administered in Mirpuri,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtLanguageQstion_3,Questionnaire was administered in Punjabi,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtLanguageQstion_4,Questionnaire was administered in Urdu,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtLanguageQstion_other,Questionnaire was administered in other language (state),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtInterpreter,Was an interpreter used?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_1,Interpretation of questions,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_1comment,[empty],text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_2,Reasons for unanswered questions,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_2comment,[empty],text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_3,Issues with other people present,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_3comment,[empty],text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_4,Issues with translation of questions,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_4comment,[empty],text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_5,Other issues,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_5comment,Quality control_5 comment,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_other,Any other problems completing this questionnaire,text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",QualityControl_othercomment,[empty],text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtAdministered,Was this questionnaire administered or self-completed?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtMoneyForFood,In past 12 mths have you felt you didn't have enough money for food,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtAffordBalMeals,In past 12 mths have you felt you couldn't afford to eat balanced meals,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtCutOrSkipMeals,In past 12 mths have you cut the size of or skipped meals,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtCutOrSkipOften,How often did you skip meals,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtEatLessShould,In past 12 mths did you eat less than you should because no money for food,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHungryDidntEat,In past 12 mths were you hungry but didn't eat because no money for food,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtFamilyPA,How much do you dis/agree with: My family is physically active,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtLikePAWithChild,How much do you dis/agree with: I like being physically active with my child,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtEnjoyPA,How much do you enjoy physical activities or sports?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtPAFamilyRecreat,How often does your family use physical activities or sports for recreation,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtPAOwnBehavi,How much do you use your own behaviour to encourage your child to be active,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtEncourageSB,How much does your behaviour encourage your child to be sedentary?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtTooTiredActive,Does your child hear you say that you were too tired to be active?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtPAWithChild,Do you play sports/games/other activities with your child,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildHearPATalk,Does your child hear you talk about participating in sports/activities,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildSeePA,How often does your child see you doing physical activity,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildLimitPA_1,Frequency child not been active because of the cost,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildLimitPA_2,Frequency child not been active because places are difficult to get to,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildLimitPA_3,Frequency child not been active because of the weather,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildLimitPA_4,Frequency child not been active because you are too busy,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildLimitPA_5,Frequency child not been active because of worry about their safety,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildLimitPA_6,Frequency child not been active because no-one to supervise them,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildLimitPA_7,Frequency child not been active because of a waiting list for clubs,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtPEincr3Years,Has the amount of PE/sports your child does increased since starting school,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHowLongPAWeek_1,Time you should spend being physically active in a week (hours),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHowLongPAWeek_2,Time you should spend being physically active in a week (minutes),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHowHardWorkPA,How hard should your body be working when you are physically active,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildPAWeek_1,Length of time you think your child should be physically active per week (hrs),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildPAWeek_2,Length of time you think your child should be physically active per week (mins),text,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildHowHardPA,How hard should your child's body be working when they are physically active,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtOverallParent,"Overall as a parent, how do you feel you are?",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtBehaveWithChild_1,I feel I am very good at keeping this child amused,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtBehaveWithChild_2,I feel that I am very good at calming this child when he/she is upset,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtBehaveWithChild_3,I feel I am very good at keeping this child busy while I am doing housework,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtBehaveWithChild_4,I feel I am very good at routine tasks of caring for child (e.g. feeding),categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildRearing_1,"How often do you express affection by hugging, kissing and holding this child?",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildRearing_2,How often do you hug or hold this child for no particular reason?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildRearing_3,How often do you tell this child how happy he/she makes you?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildRearing_4,"How often do you have warm, close times together with this child?",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildRearing_5,How often do you enjoy doing things with this child?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtChildRearing_6,How often do you feel close to your child when they are happy or upset,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadt4weeksbehaviour_1,I have been angry with this child,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadt4weeksbehaviour_2,I have raised my voice with or shouted at this child,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadt4weeksbehaviour_3,"When this child cries, he/she gets on my nerves",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadt4weeksbehaviour_4,I have lost my temper with this child.,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadt4weeksbehaviour_5,I have left my child alone in their bedroom when they were upset,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtWheezingInChest,Has your child ever had wheezing or whistling in their chest,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtWheeze12Months,Has your child had wheezing or whistling in the chestin the past 12 months?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtAttacksWheezing,How many attacks of wheezing has your child hadin the past 12 months?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtSleepDisturb,"In past 12 mths, how often has your child's sleep been disturbed due to wheeze",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtWheezingSpeech,"In past 12 mths, has wheezing limited your child's sleep",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtEverHadAsthma,Has your child ever had asthma,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtWheezyExercise,"In past 12 mths, has your child been wheezy after exercise",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtDryCoughAtNight,"In past 12 mths, has child had a dry cough at night without a cold",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtSneezeNotCold,Has child ever had sneezing/runny or blocked nose without a cold,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtSneeze12months,In past 12 mths has child had sneezing/runny or blocked nose without a cold,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtItchyWateryEyes,"In past 12 mths, has child had itchy/watery eyes with nose problem",categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_1,Nose problem occurred in January,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_10,Nose problem occurred in October,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_11,Nose problem occurred in November,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_12,Nose problem occurred in December,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_2,Nose problem occurred in February,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_3,Nose problem occurred in March,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_4,Nose problem occurred in April,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_5,Nose problem occurred in May,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_6,Nose problem occurred in June,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_7,Nose problem occurred in July,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_8,Nose problem occurred in August,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseMonth_9,Nose problem occurred in September,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtNoseDailyActiv,In past 12 mths nose problem interfered with child's daily activities,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtHayfeverEver,Has your child ever had hayfever?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtItchyRashEver,Has child ever had an itchy rash coming and going for >=6 mths,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtRash12Months,Has your child had this itchy rash at any time in the past 12 months?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtItchyRashWhere,Has rash been on elbows/knees/ankles/under buttocks/neck/ears/eyes,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtAgeItchyRash,At what age did this itchy rash first occur?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtItchyRashClear,Has this rash cleared completely at any time during the past 12 months?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtRashKeptAwake,In past 12 mths how often has child been kept awake by rash,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtEczemaEver,Has your child ever had eczema?,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtSDQ1_1,Your child is considerate of other people's feelings,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtSDQ1_10,Your child is constantly fidgeting or squirming,categorical,FALSE
,BiB_GrowingUp.child_survey_adult_comp,"BiB Growing Up child survey, completed by adult",guadtSDQ1_11,Your child has at least one good friend,categorical,FALSE
