name,publisher,pid,pid_update,accessService,dataUseRequirements,dataUseLimitation,Mapped
Glaucoma dataset at University Hospitals Birmingham,INSIGHT,48c44534-0184-471e-93b8-1385f92c6631,"""48c44534-0184-471e-93b8-1385f92c6631"",","INSIGHT adheres to HDRUK data access principles including the five SAFES; anonymised data is provided into an agreed Trusted Research Environment such as the PIONEER Microsoft Azure TRE at University Hospitals Birmingham NHSFT or equivalent external safe environment, under data license.
",['PROJECT SPECIFIC RESTRICTIONS'],['RESEARCH SPECIFIC RESTRICTIONS'],TRE/SDE
GP Out of Hours,PUBLIC HEALTH SCOTLAND,731dc868-3e79-4722-9b79-6bb8dec9435b,"""731dc868-3e79-4722-9b79-6bb8dec9435b"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,[],[],TRE/SDE
2019 UK Parkinson's Audit - Speech and language therapy,PARKINSONS UK,c7f7541b-5030-40b9-962a-4aba44af7e1a,"""c7f7541b-5030-40b9-962a-4aba44af7e1a"",",The audit team at Parkinson's UK will respond to all requests for access to this data within 5 working days,[],['GENERAL RESEARCH USE'],Varies based on project
2019 UK Parkinson's Audit - Patient Reported Experience Measure (PREM),PARKINSONS UK,6a6c4568-59e9-4760-89d6-07558a24944c,"""6a6c4568-59e9-4760-89d6-07558a24944c"",",The audit team at Parkinson's UK will respond to all requests for access to this data within 5 working days.,[],['GENERAL RESEARCH USE'],Varies based on project
HIV PiNS,ALLEVIATE,1abc859e-4ac6-431a-b550-af1afb36df1b,"""1abc859e-4ac6-431a-b550-af1afb36df1b"",",,[],[],Varies based on project
Moorfields Eye Image BioResource 001,INSIGHT,6bfe44ef-9532-4986-b8a2-9c2cda4a89cc,"""6bfe44ef-9532-4986-b8a2-9c2cda4a89cc"",","INSIGHT is developing its data access environment for researchers.  INSIGHT releases anonymised data, under strict data licence arrangements, to external secure environments, subject to appropriate due diligence and contracting.",['PROJECT SPECIFIC RESTRICTIONS'],"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY']",TRE/SDE
Decode-ME,ALLEVIATE,a71d0b2a-620c-4c04-b7bb-45843461db9f,"""a71d0b2a-620c-4c04-b7bb-45843461db9f"",",,[],[],Varies based on project
FFFAP -  National Hip Fracture Database Facilities Survey 2019,HQIP,025c9e8a-938b-4886-9e03-fcad90fe7157,"""025c9e8a-938b-4886-9e03-fcad90fe7157"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
Falls and Fragility Fracture Audit  Programme - Inpatient Falls clinical dataset,HQIP,3c19e2c9-96d5-45f3-9c55-fc3cec762cd7,"""3c19e2c9-96d5-45f3-9c55-fc3cec762cd7"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
Falls & Fragility Fracture Audit  Fracture Liaison Service  clinical dataset,HQIP,d94a604c-5733-4f07-93bb-e77b6ea2313f,"""d94a604c-5733-4f07-93bb-e77b6ea2313f"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
Falls and Fragility Fracture Audit  National Hip Fracture clinical dataset,HQIP,e06b951b-e9d8-4a2c-a51f-1d819f669205,"""e06b951b-e9d8-4a2c-a51f-1d819f669205"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
National Cardiac Audit Programme - National Adult Cardiac Surgery Audit (NACSA),HQIP,5f37e3c2-b5ac-43eb-8eba-ac94dbbff103,"""5f37e3c2-b5ac-43eb-8eba-ac94dbbff103"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
National Cardiac Audit Programme - Cardiac Rhythm Management (CRM),HQIP,3cc81e6c-0c17-4ccd-8202-a9aceb82c989,"""3cc81e6c-0c17-4ccd-8202-a9aceb82c989"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
National Cardiac Audit Programme -  Congenital Heart Disease Audit (NCHDA),HQIP,2b640175-725a-465f-9aec-6794e6d27791,"""2b640175-725a-465f-9aec-6794e6d27791"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
National Cardiac Audit Programme - National Heart Failure Audit,HQIP,834618f3-0c6d-4ed2-abae-39208c6b3080,"""834618f3-0c6d-4ed2-abae-39208c6b3080"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
National Cardiac Audit Programme - Myocardial Ischaemia National Audit (MINAP),HQIP,3558f8a1-6d52-4b59-b513-51c068095bc2,"""3558f8a1-6d52-4b59-b513-51c068095bc2"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
National Cardiac Audit Programme - Percutaneous Coronary Interventions (PCI),HQIP,ac7016ce-f7a9-4c71-bebb-6af6efa27844,"""ac7016ce-f7a9-4c71-bebb-6af6efa27844"",",,"['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['NO RESTRICTION'],Varies based on project
National Asthma and COPD Audit Programme (NACAP): Wales primary care dataset,HQIP,8a3ec96a-0600-4c6d-8761-9d277f07b9da,"""8a3ec96a-0600-4c6d-8761-9d277f07b9da"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Asthma and COPD Audit (NACAP): secondary care  – CYP asthma (clinical) ,HQIP,33b36393-3760-40d8-bb98-61806fea5398,"""33b36393-3760-40d8-bb98-61806fea5398"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Asthma and COPD Audit  (NACAP): secondary care  – CYP asthma (org) ,HQIP,3efd9b30-1f84-48c0-a3e0-402ecb5c7724,"""3efd9b30-1f84-48c0-a3e0-402ecb5c7724"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
NACAP Pulmonary rehabilitation - clinical audit,HQIP,3afbb83d-d47b-43b3-a202-0d3081e5d294,"""3afbb83d-d47b-43b3-a202-0d3081e5d294"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Asthma and COPD Audit Programme - Pulmonary rehab organisational audit,HQIP,4b33fc6d-3cac-4404-adac-d693328456fa,"""4b33fc6d-3cac-4404-adac-d693328456fa"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
"National Audit of Dementia - spotlight audit on  psychotropic medication, 2019",HQIP,949d9d7a-a3f1-480a-8563-3fb024300561,"""949d9d7a-a3f1-480a-8563-3fb024300561"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Audit of Dementia Round 4 - casenote audit ,HQIP,587a94e6-48a4-4e5e-8230-4018897bc7c7,"""587a94e6-48a4-4e5e-8230-4018897bc7c7"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Audit of Dementia Round 4 - organisational checklist,HQIP,0a305b29-cf23-4261-9299-5251e41ee9f0,"""0a305b29-cf23-4261-9299-5251e41ee9f0"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Audit of Dementia Round 4 - carer experience survey,HQIP,3b5907da-256d-49a3-b24b-00893afe8bdd,"""3b5907da-256d-49a3-b24b-00893afe8bdd"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Audit of Dementia Round 4 - staff questionnaire,HQIP,ef6e68d6-dcba-410c-943c-26ca21376a3a,"""ef6e68d6-dcba-410c-943c-26ca21376a3a"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Bowel Cancer Audit - clinical dataset,HQIP,c8a28f0b-a5f8-4dbb-8d71-5b89c7cb3111,"""c8a28f0b-a5f8-4dbb-8d71-5b89c7cb3111"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Bowel Cancer Audit -  Organisational Survey dataset,HQIP,4e232aa8-ad56-4d82-adcc-cd06715a5c45,"""4e232aa8-ad56-4d82-adcc-cd06715a5c45"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Early Inflammatory Arthritis Audit - clinical dataset,HQIP,b0797c05-352f-455f-8d27-150b6f6354cc,"""b0797c05-352f-455f-8d27-150b6f6354cc"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Early Inflammatory Arthritis Audit - organisational survey dataset,HQIP,a9ac99fe-32be-40ef-9509-03e6b2713ddf,"""a9ac99fe-32be-40ef-9509-03e6b2713ddf"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Early Inflammatory Arthritis Audit - patient survey,HQIP,e87410ec-a819-43db-99d1-f887c977e525,"""e87410ec-a819-43db-99d1-f887c977e525"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
GoDARTS,GODARTS,8ca05f55-af73-42bd-b682-851c2c54a6cc,"""8ca05f55-af73-42bd-b682-851c2c54a6cc"",","HIC has implemented a remote-access ""Safe Haven"" environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details can be found using the link below:
https://www.dundee.ac.uk/hic/hicsafehaven/",[],[],TRE/SDE
BathTAP Headache Cohort 1,ALLEVIATE,9cff3fc9-25d6-49fe-8218-dbbc3b3bc1ab,"""9cff3fc9-25d6-49fe-8218-dbbc3b3bc1ab"",",,[],[],Varies based on project
BathTAP Headache Cohort 2,ALLEVIATE,2d79feab-3046-4735-a4ec-a4c11c9c1aa8,"""2d79feab-3046-4735-a4ec-a4c11c9c1aa8"",",,[],[],Varies based on project
Scottish Birth Record (SBR),PUBLIC HEALTH SCOTLAND,81c53293-ef64-4507-8fcf-2a254dc19936,"""81c53293-ef64-4507-8fcf-2a254dc19936"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['COLLABORATION REQUIRED', 'INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
BathTAP Updating Cohort 1,ALLEVIATE,90131a34-3cc8-4a74-b72f-d9600cfa2808,"""90131a34-3cc8-4a74-b72f-d9600cfa2808"",",,[],[],Varies based on project
Scotland Accident and Emergency,PUBLIC HEALTH SCOTLAND,05e6752e-3a0b-4809-aa14-207b4761ef60,"""05e6752e-3a0b-4809-aa14-207b4761ef60"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['COLLABORATION REQUIRED', 'INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
Tayside & Fife Radiology,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,af10ec29-1866-4726-b33f-3948afe182f2,"""af10ec29-1866-4726-b33f-3948afe182f2"",","""HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hic-trusted-research-environment/
",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
SICSAG Episodes (Scottish Intensive Care Audit Group),PUBLIC HEALTH SCOTLAND,6f8182d2-2993-400d-829d-b52cdb324bf3,"""6f8182d2-2993-400d-829d-b52cdb324bf3"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['COLLABORATION REQUIRED', 'INSTITUTION SPECIFIC RESTRICTIONS']",['GENERAL RESEARCH USE'],TRE/SDE
SICSAG Daily (Scottish Intensive Care Audit Group),PUBLIC HEALTH SCOTLAND,811a54fb-8b79-442f-8e28-a725a0561a15,"""811a54fb-8b79-442f-8e28-a725a0561a15"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['COLLABORATION REQUIRED', 'INSTITUTION SPECIFIC RESTRICTIONS']",['GENERAL RESEARCH USE'],TRE/SDE
BathTAP Switching Cohort 2,ALLEVIATE,ea1aca1f-6ddb-44a0-b530-0645a26b2bee,"""ea1aca1f-6ddb-44a0-b530-0645a26b2bee"",",,[],[],Varies based on project
BathTAP Switching Cohort 3,ALLEVIATE,a20643c7-ef15-4f7d-9e48-5a9f23a645c1,"""a20643c7-ef15-4f7d-9e48-5a9f23a645c1"",",,[],[],Varies based on project
Outpatient Appointments and Attendances - Scottish Morbidity Record (SMR00),PUBLIC HEALTH SCOTLAND,04cb9964-54fb-4529-b09b-735c3daa1c7b,"""04cb9964-54fb-4529-b09b-735c3daa1c7b"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
Mental Health Inpatient and Day Case - Scottish Morbidity Record (SMR04),PUBLIC HEALTH SCOTLAND,24de9d1a-1f48-4c10-b8fc-a3bd7449e191,"""24de9d1a-1f48-4c10-b8fc-a3bd7449e191"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
Maternity Inpatient and Day Case - Scottish Morbidity Record (SMR02),PUBLIC HEALTH SCOTLAND,d47c809f-3da8-4f8a-b1ee-258d21aad530,"""d47c809f-3da8-4f8a-b1ee-258d21aad530"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
General Acute Inpatient and Day Case - Scottish Morbidity Record (SMR01),PUBLIC HEALTH SCOTLAND,98cda353-0011-45b2-80ca-4ed24cd084bf,"""98cda353-0011-45b2-80ca-4ed24cd084bf"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
Scottish Immunisation Recall System (SIRS),PUBLIC HEALTH SCOTLAND,c027d0ca-7c7d-4864-b4dd-8040f4020fbb,"""c027d0ca-7c7d-4864-b4dd-8040f4020fbb"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
National Records of Scotland (NRS) - Births Data,PUBLIC HEALTH SCOTLAND,3b87eef0-bfb6-4bf4-84b9-29880197fec9,"""3b87eef0-bfb6-4bf4-84b9-29880197fec9"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,[],[],TRE/SDE
Child Health Systems Programme - First Visit,PUBLIC HEALTH SCOTLAND,dec04153-f595-41ce-9d7e-5ef0c3fe8289,"""dec04153-f595-41ce-9d7e-5ef0c3fe8289"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
2011 Census - COVID19 Research Database Subset ,PUBLIC HEALTH SCOTLAND,a05aef07-c3fa-4331-905a-6b6f58eac3d5,"""a05aef07-c3fa-4331-905a-6b6f58eac3d5"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['NOT FOR PROFIT USE', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION REQUIRED']",['RESEARCH USE ONLY'],TRE/SDE
RAPID (Hospital Stay Level Data),PUBLIC HEALTH SCOTLAND,1fc57971-5af5-499e-a500-4ffbb087f0c4,"""1fc57971-5af5-499e-a500-4ffbb087f0c4"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
National Records of Scotland (NRS) - Stillbirth Data,PUBLIC HEALTH SCOTLAND,dca0c95b-ae7d-4163-8c3b-a881f779df02,"""dca0c95b-ae7d-4163-8c3b-a881f779df02"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['NOT FOR PROFIT USE', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION REQUIRED']",['RESEARCH USE ONLY'],TRE/SDE
National Records of Scotland (NRS) - Deaths Data,PUBLIC HEALTH SCOTLAND,e600dae2-a83c-4b7a-8d23-af4ac31ca374,"""e600dae2-a83c-4b7a-8d23-af4ac31ca374"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
Scottish Cancer Registry (SMR06),PUBLIC HEALTH SCOTLAND,ad36dc03-1856-44de-99b0-1af6f312d86b,"""ad36dc03-1856-44de-99b0-1af6f312d86b"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,[],[],TRE/SDE
Child Health Systems Programme - 6-8week review,PUBLIC HEALTH SCOTLAND,f9cf4be7-fbc9-4601-8beb-5d3c3596bf04,"""f9cf4be7-fbc9-4601-8beb-5d3c3596bf04"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,[],[],TRE/SDE
Child Health Systems Programme - 4-5 year review,PUBLIC HEALTH SCOTLAND,5844bde6-628d-4e76-bb56-3534e2728eb6,"""5844bde6-628d-4e76-bb56-3534e2728eb6"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,[],[],TRE/SDE
Child Health Systems Programme - 27-30Months Review,PUBLIC HEALTH SCOTLAND,d2d57b7f-95d8-425f-b2fd-cc9aff05e659,"""d2d57b7f-95d8-425f-b2fd-cc9aff05e659"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,[],[],TRE/SDE
Child Health Systems Programme - 13-15 Month Review,PUBLIC HEALTH SCOTLAND,e77af7a3-32fa-4a08-8455-4fb489e5b64a,"""e77af7a3-32fa-4a08-8455-4fb489e5b64a"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,[],[],TRE/SDE
Assessment of ASHA’s workload and its determinants,BREATHE,1a02bc11-a378-4f9e-82f9-c52674b388bd,"""1a02bc11-a378-4f9e-82f9-c52674b388bd"",",,[],[],"Not reported/to be confirmed"
Neuropathic Pain Profiling in Retroviral Infection Study (NIPPR),ALLEVIATE,41f5c96c-a27a-4015-be50-af967b6c4bac,"""41f5c96c-a27a-4015-be50-af967b6c4bac"",",,[],[],Varies based on project
HIV-POGO,ALLEVIATE,e171a080-a4cd-4e64-9c2b-e72beb7cac78,"""e171a080-a4cd-4e64-9c2b-e72beb7cac78"",",,['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],Varies based on project
DOLORISK,ALLEVIATE,0a467180-a898-44d8-a586-ca4762de362e,"""0a467180-a898-44d8-a586-ca4762de362e"",",,['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],Varies based on project
Child Health Systems Programme - School,PUBLIC HEALTH SCOTLAND,2c31cb1c-2b3d-40c5-b8d4-bf0b81f089b4,"""2c31cb1c-2b3d-40c5-b8d4-bf0b81f089b4"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
The 1970 British Cohort Study (BCS70),DATAMIND,929186f3-e230-4b52-a9f5-0c20af7f5ce2,"""929186f3-e230-4b52-a9f5-0c20af7f5ce2"",",,[],[],"Not reported/to be confirmed"
Moorfields AMD Dataset 002,INSIGHT,bf392537-82b4-4d71-ace0-e7bea3b167fb,"""bf392537-82b4-4d71-ace0-e7bea3b167fb"",","INSIGHT is developing its data access environment for researchers. 
INSIGHT releases anonymised data, under strict data licence arrangements, to external secure environments, subject to appropriate due diligence and contracting.
",['PROJECT SPECIFIC RESTRICTIONS'],['GENERAL RESEARCH USE'],TRE/SDE
Moorfields DMO Dataset 003,INSIGHT,120106fb-49b4-4bc0-b30c-50a59c5c6253,"""120106fb-49b4-4bc0-b30c-50a59c5c6253"",","INSIGHT is developing its data access environment for researchers.  INSIGHT releases anonymised data, under strict data licence arrangements, to external secure environments, subject to appropriate due diligence and contracting.",['PROJECT SPECIFIC RESTRICTIONS'],['GENERAL RESEARCH USE'],TRE/SDE
Growing up in Bradford (BiB),Born in Bradford,fe1684ef-69ee-4490-9ab8-b26e990c9060,"""fe1684ef-69ee-4490-9ab8-b26e990c9060"",","Data Access Applications are reviewed monthly by the Born in Bradford Executive Group. For the majority of Data Access Applications, an extract of data fitting the requirements of the research will be provided for use by the researcher at their institution. The extract will only contain the variables required by the research. A Data Sharing Contract and Agreement will need to be signed by the researcher's institution and Bradford Teaching Hospitals NHS Foundation Trust.

For more information see https://borninbradford.nhs.uk/research/how-to-access-data/","['INSTITUTION SPECIFIC RESTRICTIONS', 'PUBLICATION REQUIRED', 'RETURN TO DATABASE OR RESOURCE']",['GENERAL RESEARCH USE'],Varies based on project
Deaths – National Records Scotland,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,5362cfea-d554-43ba-916a-4460da39cc0c,"""5362cfea-d554-43ba-916a-4460da39cc0c"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/
",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
"NHS Tayside A&E, Diagnosis During A&E visit",HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,14a39e96-8ac3-4df3-b42b-07718121c585,"""14a39e96-8ac3-4df3-b42b-07718121c585"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
NHS Tayside and Fife Accident & Emergency Dataset (PHS/National),HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,750063ea-6bfd-4492-9748-2a18080cf6ea,"""750063ea-6bfd-4492-9748-2a18080cf6ea"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
NHS Tayside and Fife Haematology,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,c294bb01-062b-494e-942b-1efe8cbac3dc,"""c294bb01-062b-494e-942b-1efe8cbac3dc"",","""HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/
",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
NHS Tayside and Fife Biochemistry,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,10ffac16-d0c2-4d53-ab6a-69a38e283223,"""10ffac16-d0c2-4d53-ab6a-69a38e283223"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
NHS Tayside and Fife Immunology,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,39055449-c074-4b58-adb2-b1c0d2441c4d,"""39055449-c074-4b58-adb2-b1c0d2441c4d"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
Tayside & Fife Diabetes – Summary and a range of diabetes related datasets.,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,49e63323-e564-48ac-9f11-cf77bf0fe20b,"""49e63323-e564-48ac-9f11-cf77bf0fe20b"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/
",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
Deaths – Date of Death,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,faf2fc49-d09f-4ea2-a2cb-b1d30fffa406,"""faf2fc49-d09f-4ea2-a2cb-b1d30fffa406"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
Prescribing,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,6d044471-62d2-4190-b315-503f77d33ef2,"""6d044471-62d2-4190-b315-503f77d33ef2"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
