Publisher,id,doiName,Dataset Title,Abstract,Keywords,Description,Possible Category,Possible Sub Category,Matched Field,Mapped Data type,Mapped Data sub type,Annotation note link,Github tool link,Synthetic dataset link,Frequency dataset link
our future health,943bbcf2-b432-42a3-a74c-260ec43db186,,our future health baseline health questionnaire data,"our future health is a prospective, observational cohort study of the general adult population of the united kingdom. the dataset includes personal, health and lifestyle information from 802,998 participants from a self-completed questionnaire. ","['Research', 'Cohort study', 'United Kingdom', 'Self-reported health', 'Mental health', 'Lifestyle', 'Sociodemographics']","our future health is a prospective, observational cohort study of the general adult population of the united kingdom (uk). the programme aims to support a wide range of observational health research. we gather personal, health and lifestyle information from each participant through a self-completed baseline health questionnaire and at an in-person clinic visit. we will further link this data to other health-related data sets. participants have also given consent for us to recontact them, for example to invite them to take part in further or repeat data collections, or other embedded studies such as clinical trials.  

the our future health programme is currently open to all adults (18 years and older) living in the uk. in july 2022, we started recruiting participants in england and will continue to expand across the rest of the uk. the data we’ve gathered so far (march 2024) includes responses from 802,998 participants.

the current data available contains responses from our baseline health questionnaire only and an indicator if a blood sample was provided and stored. the current data is split into 2 categories:
•	participant data - which contains baseline demographic information collected across all consented participants
•	questionnaire data - which contains self-reported health information, details about participants' household, socioeconomic status, work and education history, and family history

a separate, linked dataset is available with includes genotype array data on 700,138 variants from a subset of 66,520 participants. 

the data is stored in the our future health trusted research environment. we de-identify all participant data we gather before it’s available for use. all researchers will need to become registered researchers at our future health and have an approved research study before they're given access to the data.

we aim to collect a variety of data types from up to 5 million adult participants from across the uk. we hope to make more data types available on a quarterly basis.",['socioeconmic'],['education'],"['{Field: Description, Value: education}']","Health and Disease; Treatment/Intervention, Measurement/test, Socioeconomic, Lifestyle;","Mental health,
Cardiovascular,
Cancer,
Metabolic and Endocrine,
Neurological,
Reproductive,
Maternity and neonatology,
Respiratory,
Musculoskeletal,
Vision,
Renal and urogenital,
Oral and Gastrointestinal,
Preventive,
Therapeutic,
Other diagnostics,
Education,
Housing,
Labour,
Economics,
Marital status,
Deprivation,
Occupation,
Finances,
Family circumstance,
Smoking,
Physical Activity,
Alcohol,
Other (health and disease, treatment/intervention, socioeconomic, lifestyle)",Questionnaire data | Our Future Health (gitbook.io),,,
our future health,473c10eb-c799-4c30-aeb7-2eeb1ab71183,,our future health genotype array data,"our future health is a prospective, observational cohort study of the general adult population of the united kingdom. the dataset includes genotype array data on approximately 700,000 variants from 66,520 participants. ","['Research', 'United Kingdom', 'Cohort study', 'Self-reported health', 'Mental health', 'Lifestyle', 'Sociodemographics', 'Genetic', 'genotype']","our future health is a prospective, observational cohort study of the general adult population of the united kingdom (uk). the programme aims to support a wide range of observational health research. we gather personal, health and lifestyle information from each participant through a self-completed baseline health questionnaire and at an in-person clinic visit. we will further link this data to other health-related data sets. participants have also given consent for us to recontact them, for example to invite them to take part in further or repeat data collections, or other embedded studies such as clinical trials.  

the our future health programme is currently open to all adults (18 years and older) living in the uk. in july 2022, we started recruiting participants in england and will continue to expand across the rest of the uk. the data we’ve gathered so far (march 2024) includes genotype array data on 700,138 variants from 66,520 participants.

these data were obtained using a custom illumina infinium excalibur beadchip array, designed by our future health in collaboration with illumina. the array includes variants related to a wide range of health phenotypes, blood typing, pharmacogenetics, selected copy number variants, clinically relevant variants, and a “backbone” of variants to support imputation.

a separate, linked dataset is available that provides participant baseline demographic information and responses to our baseline health questionnaire. 

the data is stored in the our future health trusted research environment. we de-identify all participant data we gather before it’s available for use. all researchers will need to become registered researchers at our future health and have an approved research study before they're given access to the data.

we aim to collect a variety of data types from up to 5 million adult participants from across the uk. we hope to make more data types available on a quarterly basis.
",[],[],[],Health and Disease; Omics,Genomics,Genotype array data | Our Future Health (gitbook.io),,,
gut reaction,772f6b9b-f046-447f-ac44-0fb600a64778,,ibd registry,the ibd registry captures longitudinal clinical data on ibd patients from nhs trusts. the dataset includes demographics; diagnosis and phenotype; medications (greater details on biologics); interventions; clinical assessment and proms.,"['Inflammatory Bowel Disease', 'IBD', ""Crohn's"", 'colitis', 'NHS', 'pharmacovigilance', 'Clinical Audit dataset']","the ibd registry captures longitudinal clinical data on patients with ibd at point of care from nhs trusts across the uk. all patient records have a recorded diagnosis.  the dataset includes broad demographics; phenotype of the disease; medications, plus greater details on biological treatments; clinical assessment and patient-reported outcomes. the dataset is available for retrospective studies (service evaluation and quality of care), and for research with prospective recruitment of consented patients for data already held. the dataset is currently held by nhs digital, with explicit permissions for linkage, and as such is linkable to nhs digital datasets such as hes. ",[],[],[],Health and Disease; Treatment /Intervention; Registry,Oral and Gastrointestinal,,,,
gut reaction,d98577f7-a65c-4ab2-90bf-e2b05d5761bb,,ibd registry covid-19,"a consented ibd dataset of 9,800 participants, with a further 30,000 ethically-permissioned records for research related to covid-19 and ibd. includes patient demographics, medications plus vaccinations, responses and care received april 2020-june 2021. ","['Inflammatory Bowel Disease', 'IBD', 'COVID-19', 'SARS-CoV-2 ', 'immune-mediated inflammatory diseases', 'biological therapies', 'immuno-suppressant', 'immune-modifying drugs', 'vulnerable patient groups', 'vaccine']","the registry has captured a consented research dataset from 9,800 patients with a further 30,000 ethically permissioned records for research related to ibd and covid-19. this includes patient demographics, medications; plus vaccinations, responses and care received during covid-19 period april 2020-june 2021.  the original source of the data was the ibd registry's covid-19 ibd risk tool, which was launched at the start of the pandemic (1 april 2020) to allow people with ibd to self-assess their risk.  it had a high uptake, with over 16,000 people completing it in the first week alone; by the first end of shielding in august 2020 ovr 37,000 people with ibd had completed it.  ethical permission was sought and received to re-contact participants for use of this data in research relate to ibd and covid-19, along with a follow-on survey to give a second timepoint about one year later, which was by june 2021. 9,800 people consented and completed the follow-on (second timepoint) survey, with the ethical permissions allowing the original dataset (first timepoint only) to also be used in research under more restricted permissions providing all requests for withdrawal fulfilled. ",[],[],[],Health and Disease; Treatment /Intervention,Oral and Gastrointestinal; Respiratory,,,,
gut reaction,d2981964-3ff7-47e2-91e1-ac5812227a80,,nihr ibd bioresource: case report form,each participant recruited has an ibd-specific crf completed by their clinical care team. these are non-exhaustive - we have the chance to ask for more information - but form the basis of analysis and recall.,"['IBD', ""Crohn's"", 'colitis', 'recall', 'clinical', 'CRF', 'feasibility', 'cohort discovery']","the nihr ibd bioresource comprises ~34k participants with inflammatory bowel disease (ibd). the nihr ibd bioresource acquires a case report form at recruitment for each participant recruited on the basis of their disease. typically variables include questions that may be used to partition or group patients by their disease course and severity, and include disease history and medication use. this is used to pre-screen or match participants when inviting them to take part in experimental medicine studies. de-identified versions of this data are available to researchers investigating the feasibility of future studies.",[],[],[],Health and Disease; Treatment/Intervention,Oral and Gastrointestinal,,,,
gut reaction,47e26b2b-8be1-4595-a327-a9f00e0d4712,,nihr ibd bioresource: consent records,the nihr ibd bioresource records consent dates and versions for each and every participant consent event.  we also record use of opt-ins and opt-outs including pre-gdpr. this permits us to manage data releases in line with participants' expectations.,"['IBD', ""Crohn's"", 'colitis', 'recall', 'consent']","the nihr ibd bioresource comprises ~34k participants with inflammatory bowel disease (ibd). the nihr ibd bioresource records consent details – form, version and date - from participants at many points of recontact.  in addition, participants are empowered to contact the study directly to express their preferences. the primary use of consent records is as an exclusion criterion when participants are invited to take part in experimental medicine studies.  however, consent is also factored in to the release of samples and data for sample-only and data-only studies.  one implication, is that data releases have freezes that capture a snapshot of the current consent statuses.  how the withdrawal process is managed, and implications for whether data can be removed rapidly from already published datasets is described in our participant privacy notice, online at https://bioresource.nihr.ac.uk/about-us/governance-and-ethics/privacy-notice/",[],[],[],Health and Disease,Oral and Gastrointestinal,,,,
gut reaction,747d57aa-a02b-411c-9403-2e3ec9d3e5b5,,nihr ibd bioresource: contact detail,"the nihr ibd bioresource acquires contact details - name, address, email address, phone/mobile number - from participants at recruitment. this is used to re-contact participants to invite them to take part in experimental medicine studies.","[""Crohn's"", 'IBD', 'colitis', 'recall']","the nihr ibd bioresource comprises ~34k participants with inflammatory bowel disease (ibd). the nihr ibd bioresource acquires contact details - name, address, email address, phone/mobile number - from participants at recruitment. this is used to recontact participants to invite them to take part in experimental medicine studies, although sample-only and data-only studies are permitted. we also record nhs number, where known, to allow linkage to healthcare records. recruitment takes place at disease clinics. a participant is not considered a member of the nihr ibd bioresource without contact details.",[],[],[],Health and Disease; Information and Communication,Oral and Gastrointestinal,,,,
gut reaction,a4936ec2-002e-4927-9a46-29ae9b5d695f,,nihr ibd bioresource: demographic,"the nihr ibd bioresource acquires broad demographics – e.g. age, sex, ethnicity - from participants at recruitment.  this is used to pre-screen or match participants when inviting them to take part in experimental medicine studies.","[""Crohn's"", 'IBD', 'cohort', 'colitis', 'demographics', 'discover', 'feasibility', 'recall']","the nihr ibd bioresource comprises ~34k participants with inflammatory bowel disease (ibd). the nihr ibd bioresource acquires demographic details – e.g. age, sex, ethnicity - from participants at recruitment. this is used to pre-screen or match participants when inviting them to take part in experimental medicine studies. de-identified versions of this data are available to researchers investigating the feasibility of future studies.",['socioeconmic'],['ethnicity'],"['{Field: Abstract, Value: ethnicity}', '{Field: Description, Value: ethnicity}']",Health and Disease,Oral and Gastrointestinal,NIHR IBD BioResource: Demographic (healthdatagateway.org),,,
gut reaction,57458394-945e-4e6a-abc7-91df0f44cb60,,nihr ibd bioresource: health and lifestyle questionnaire,"most nihr ibd bioresource participants complete a self-report form on recruitment. typically this contains e.g. height, weight, smoking history and alcohol consumption, but also includes questions relating to disease history and current medications.","[""Crohn's"", 'IBD', 'colitis', 'health', 'lifestyle', 'feasibility', 'cohort discovery', 'recall', 'CO-CONNECT']","the nihr ibd bioresource comprises ~34k participants with inflammatory bowel disease (ibd). the nihr ibd bioresource requests a self-reported health and lifestyle questionnaire from all participants at recruitment. about 70% of participants complete the questionnaire. typically variables include height, weight, smoking history and alcohol consumption, with addition of questions relating to disease history and current medications. this is used to pre-screen or match participants when inviting them to take part in experimental medicine studies. de-identified versions of this data are available to researchers investigating the feasibility of future studies. ",['lifestyle'],"['smoking', 'alcohol']","['{Field: Abstract, Value: smoking}', '{Field: Description, Value: smoking}', '{Field: Abstract, Value: alcohol}', '{Field: Description, Value: alcohol}']",Health and Disease; Lifestyle,Oral and Gastrointestinal,,,,
gut reaction,0d65fabc-6cb0-4a77-a01d-cb341b0b053c,,nihr ibd bioresource: nhs trust data,10 nhs trusts have been asked to provide detailed data on participants in their trust. categories of data requested include: test results; prescribing; imaging; digital pathology; data from disease-specific databases and registries; discharge summaries.,"['IBD', ""Crohn's"", 'colitis', 'recall', 'NHS', 'Trusts']","the nihr ibd bioresource comprises ~34k participants with inflammatory bowel disease (ibd). for the gut reaction programme, 10 nhs trusts have been asked to provide detailed data on the participants in their trust.  categories of data requested include: test results; prescribing; imaging; digital pathology; data from disease-specific databases and registries; and discharge summaries. while the formats and contents will vary, the hope is that this will be a much richer source of data than nationally collated datasets, like nhs digital.",[],[],[],Health and Disease; Treatment/Intervention; Measurement/test; Imaging type,Oral and Gastrointestinal,,,,"Every flat file (~350 files) in the NHS Trust data has metrics derived.
These metrics include: no. records|no. participants| Date range| average records per participant | Link | Main category | Secondary category | Annotation
The remaining non-flat files (~30K) have links included but no metrics categorisation.
The images are more recent and could be included in a different bin. We have them catalogued but not really ""measured"" as the rest of files."
gut reaction,04f28919-aa6c-4beb-b186-0ad0043c1c6c,,nihr ibd bioresource: sample holding,"nihr ibd bioresource samples are held at the nihr national biosample centre in milton keynes. metadata on what is available should become available through the uk crc tissue directory, as mandated by research tissue bank status.","[""Crohn's"", 'DNA', 'IBD', 'colitis', 'plasma', 'recall', 'samples', 'sera']","the nihr ibd bioresource comprises ~34k participants with inflammatory bowel disease (ibd). the nihr ibd bioresource acquires samples at recruitment for each participant recruited. the preferred sample collection is 3 blood tubes – see https://bioresource.nihr.ac.uk/recruiters/sample-collection-recruiters/ – from which dna can be extracted, and plasma and sera stored. in many clinics, the nihr bioresource blood draw follows immediately the blood collection for routine healthcare purposes. in the case of children, less blood will be taken, down to 1ml. the technical metadata describes the standard used by rd-connect, the eu-wide rare disease biobank consortium - https://samples.rd-connect.eu/menu/main/home. during 2021, this will be replaced by an api from the uk crc tissue directory, as using this discovery tool is a condition of running a research tissue bank in the uk.
",[],[],[],Health and Disease; Measurement/test,Oral and Gastrointestinal,,,,
gut reaction,27a97f1b-e7ac-4723-87db-0a4d9e3ed4b6,,nihr ibd bioresource: snp chip data,"in order to do recall by genotype, participants have their dna tested using one the snp chip arrays from eg. illumina and affymetrix (now thermosfisher).  the current iteration is the uk biobank v2.1 from thermofisher, which measures ~820k markers.","['IBD', ""Crohn's"", 'colitis', 'recall', 'SNP chip', 'Thermofisher', 'cohort discovery']","the nihr ibd bioresource comprises ~34k participants with inflammatory bowel disease (ibd). the nihr ibd bioresource extracts dna from blood and saliva samples taken at recruitment, and measures a panel of snps on each dna sample, using a commodity snp genotyping array from e.g. illumina or affymetrix (now thermofisher). this is used to pre-screen or match participants when inviting them to take part in experimental medicine studies. de-identified versions of this data is available to researchers investigating the feasibility of future studies. the technical metadata describes a snp annotation file – i.e. what the chip is measuring. the file itself has as many rows as there are snps represented on the chip, and is proprietary to the manufacturer, although deeply familiar to researchers.",[],[],[],Health and Disease; Omics,Oral and Gastrointestinal,,,,
gut reaction,12d62b02-2167-407d-acdb-6ddb9d251d36,,nihr ibd bioresource: snp imputation data,snp chip data can be used to impute many of the (non-rare) snps not included on the chips.  the nihr ibd bioresource is using a modified version of the uk biobank protocol to improve the options for recall.,"['IBD', ""Crohn's"", 'colitis', 'recall', 'SNP', 'Imputation']",the nihr ibd bioresource comprises ~34k participants with inflammatory bowel disease (ibd). snp chip data can be used to impute many of the (non-rare) snps not included on the chips.  the nihr bioresource is using a modified version of the uk biobank protocol to improve the options for recall.,[],[],[],Health and Disease; Omics,Oral and Gastrointestinal,,,,
gut reaction,5727d014-0c5c-4dcb-89c9-ff33e1b680bb,,wellcome sanger institute: whole exome sequencing,"there is a substantial overlap between the nihr ibd bioresource and the ibd uk genetics consortium (ibdgc). the nihr bioresource provides some dna samples. ibdgc data is being provided by the wellcome sanger institute, who are performing the sequencing.","['IBD', ""Crohn's"", 'colitis', 'WES', 'Exome', 'Genome', 'Sequencing']","there is a substantial overlap between the participants in the nihr ibd bioresource and the long-running ibd uk genetics consortium (ibdgc).  the wellcome sanger institute performs the sequencing work for the ibdgc. the nihr bioresource provides dna samples to this initiative. for those samples, and where there is an additional overlap, e.g. because a participant has been seen before and therefore no new sample is required, this data is being provided to the gut reaction hub by the wellcome sanger institute.",[],[],[],Health and Disease; Omics,Oral and Gastrointestinal,,,,
cystic fibrosis trust,5d8ce291-6852-4f24-8ac9-f20bf8579add,10.1093/ije/dyx196,cystic fibrosis patient annual review encounters -,"the uk cystic fibrosis registry annual review encounters is made up data recorded at the cf centre: height, weight, lung function tests, respiratory cultures, x-ray results, and the results of other tests carried out at the hospital.",['CYSTIC FIBROSIS Patient Annual Review and Encounter'],the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually entered in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).,['health and disease'],['respiratory'],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Measurement/test; Registry,Respiratory,,,,Manual
cystic fibrosis trust,920ac0ee-3830-4b7b-a9b8-8533ad182e30,10.1093/ije/dyx196,cystic fibrosis patient cfq-r -,the uk cystic fibrosis registry cfq-r is made up of many data items relating to the quality of life tool 'cystic fibrosis questionnaire - revised' captured for cf patients.,['cystic fibrosis CFQ-R'],the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually entered  in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).,['health and disease'],['mental health' 'socioeconomic'],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Registry,Respiratory,,,,Manual
cystic fibrosis trust,226fe003-51c2-481e-b0f8-89990e6d5e0f,10.1093/ije/dyx196,cystic fibrosis patient chronic medication -,"the uk cystic fibrosis registry chronic medications is made up of data relating to chronic medications taken by cf patients (taken for more than 3 months.). medications have been entered by cf centres, primarily relating to pulmonary conditions.",['CYSTIC FIBROSIS Patient Chronic Medication'],the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually enterd in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).,['health and disease'],[respiratory' 'oral and Gastro' ],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Treatment /Intervention; Registry,Respiratory,,,,Manual
cystic fibrosis trust,c3d9e370-81bb-4b09-acc9-4bb1aa79e7bc,10.1093/ije/dyx196,cystic fibrosis patient demographics - ,"the uk cystic fibrosis registry demographic is made up of data items relating key demographic information about cf patients, relating to their diagnosis and genotype.","['CYSTIC FIBROSIS Patient Demographics (Age, name and address not included)']",the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually entered in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).,['health and disease'],['respiratory'],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Registry,Respiratory,,,,Manual
cystic fibrosis trust,a20d09de-3560-488b-81a4-7dfa30976d7d,10.1093/ije/dyx196,cystic fibrosis patient liver enzyme -,the uk cystic fibrosis registry liver enzymes is made up of data items relating to liver enzyme tests taken during cf patient encounters at nhs hospitals in uk.,['CYSTIC FIBROSIS Liver Enzymes'],the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually entered in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).,['health and disease'],['respiratory''blood' ],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Registry,Respiratory,,,,Manual
cystic fibrosis trust,2537c599-95fe-4571-95a4-25edd7d12eac,10.1093/ije/dyx196,cystic fibrosis patient microbiology cultures ,the uk cystic fibrosis registry culture is made up of many data items relating to microbiology and cultures grown from samples taken during cf patient encounters at nhs hospitals in uk.,"['Microbiology samples', 'CYSTIC FIBROSIS', 'Culture samples']",the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually entered in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).,['health and disease'],['respiratory' 'laboratory'],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Registry,Respiratory,,,,Manual
cystic fibrosis trust,67d98aa3-eb09-4103-ab59-ff821d524ef5,10.1093/ije/dyx196,cystic fibrosis patient ntm culture -,the uk cystic fibrosis registry ntm culture is made up of many data items relating to ntm cultures grown from samples taken during cf patient encounters at nhs hospitals in uk.,['CYSTIC FIBROSIS NTM Culture'],the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually entered in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).,['health and disease'],['respiratory' other diagnostics' ],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Registry,Respiratory,,,,Manual
cystic fibrosis trust,13c0f112-824c-4616-a272-4ca195ac0898,10.1093/ije/dyx196,cystic fibrosis patient sweat tests - ,the uk cystic fibrosis registry sweat chloride tests is made up of data items relating to sweat chloride tests taken during cf patients encounters at nhs hospitals in uk.,['CYSTIC FIBROSIS Sweat Tests'],"the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually entered in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. sweat tests refer to sweat chloride tests taken by cf patients in relation to diagnosis of cf, investigations or as part of protocol for initiating onto cftr modifier drug treatments. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).",['health and disease'],['respiratory' ' other diagnostics'],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Measurement/test; Registry,Respiratory,,,,Manual
cystic fibrosis trust,d80dc12d-e573-4940-b59b-e1a09dec5c80,10.1093/ije/dyx196,cystic fibrosis patient tendon rupture -,the uk cystic fibrosis registry tendon rupture is made up of data items relating to patient tendon rupture with reference to treatment and location of the ruptured tendon.,['CYSTIC FIBROSIS Tendon Rupture'],the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually entered in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).,['health and disease'],['Musculoskeletal'],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Treatment /Intervention; Registry,Respiratory,,,,Manual
cystic fibrosis trust,c26b3cab-5309-4ffb-afbb-cff8793da00b,10.1093/ije/dyx196,cystic fibrosis patient transplants -,the uk cystic fibrosis registry transplants is made up of many data items relating to transplant journey(s) taken by cf patients at nhs hospitals in uk.,['CYSTIC FIBROSIS organ Transplants'],the uk cf registry is a centralised database of all 60 cf centres across the uk. data are manually entered in calendar years by cf clinical teams for the 99% of people with a diagnosis of cf who consent to their data being donated to the registry. data are entered onto a secure web-portal. for more information please see www.cysticfibrosis.org.uk/registry and 'data resource profile: the uk cf registry' published in the international journal of epidemiology (2018 feb 1;47(1)9-10e).,['health and disease'],['respiratory'],"['{Field: Abstract, Value: respiratory' Rare diseases' Cardiovascular' Metabolic and Endocrine'  ]",Health and Disease; Treatment /Intervention; Registry,Respiratory,,,,Manual
hqip,68906d25-384c-4152-86b5-50c5170ad94c,,epilepsy 12 - clinical audit,"a prospective national clinical audit dataset which aims to include information on the investigation, diagnosis, treatment, care planning and outomes of all children and young people with a new onset of epilepsy","['Audit', 'Epilepsy 12', 'Clinical', 'Paediatric', 'epilepsy', 'patient']","a prospective national clinical audit dataset which aims to include information on the investigation, diagnosis, treatment, care planning and outcomes of all children and young people with a new onset of epilepsy.

details are recorded about the first assessment children and young people receive following a suspected seizure. their care is then followed for 12 months. the audit uses 12 key measures drawn from clinical guidelines which include: involvement of paediatricians and nurses with experise in epilepsy, appropriate referrals to tertiary and surgical services,  
content of the first assessment, appropriate seizure classification, appropriate diagnostic investigations, use of epilepsy medications, and evidence of comprehensive care planning.

https://www.rcpch.ac.uk/sites/default/files/2019-06/epilepsy12_r3_patient_reg_and_clin_audit_dataset_june_19.pdf",[],[],[],Health and disease; Registry,Neurological,,,,
hqip,f635894a-61b8-40ad-bfa2-4c31ef23ad34,,epilepsy 12 - national organisational audit and trust profile,a dataset comprising a yearly survey of trusts' paediatric epilepsy services,"['Audit', 'Epilepsy 12', 'National organisational', 'Paediatric', 'Survey', 'workforce', 'epilepsy']","a dataset comprising a yearly survey of trusts' paediatric epilepsy services. the dataset covers england and wales and includes information on 10 areas of the provision and organisation of services: workforce, epilepsy clinic configuration, tertiary provision, investigations, service contact, young people and transition, mental health provision, neurodevelopmental support, care planning, and the use of a patient database/register.

https://www.rcpch.ac.uk/sites/default/files/2018-07/epilepsy12_organisational_audit_dataset_may_2018_0.pdf",['health and disease'],"['mental health', 'vision']","['{Field: Description, Value: mental health}', '{Field: Description, Value: vision}']",Health and disease,Neurological,,,,
hqip,cbb0568c-510e-49de-af43-edb9345535a8,,falls & fragility fracture audit  fracture liaison service  clinical dataset,"the fls-db is a continuously-ascertained, record-level dataset which commenced in january 2016. it cvers england and wales on  assessment and treatment for osteoporosis and falls, across primary and secondary care, in patients with a fragility fracture. ","['Audit', 'FFFAP', 'Fall', 'Fragility', 'Fracture Liaison Service', 'Database', 'Clinical Dataset']","the fls-db is a continuously ascertained, record-level dataset which commenced in january 2016. it contains data from england and wales on the patterns of assessment and treatment for osteoporosis and falls, across primary and secondary care, in patients who have sustained a fragility fracture. full dataset available: https://www.rcplondon.ac.uk/projects/outputs/participating-fls-db",[],[],[],Health and disease; Registry,Musculoskeletal,,,,
hqip,32f2d582-3b99-44a8-ac30-0a0819fc2523,,falls and fragility fracture audit  national hip fracture clinical dataset,"dataset contains information on all patients admitted to hospital with hip fractures.  includes multiple aspects of patients' care including time to orthogeriatric assessment, time to surgery, assessment of delirium and discharge destination.","['Audit', 'FFFAP', 'Falls', 'Fragility', 'Hip Fracture', 'Database', 'Clinical Dataset']","this continuously ascertained record level dataset contains information on all patients admitted to hospital with hip fractures in england, wales and northern ireland. the dataset incorporates multiple aspects of patients' care including time to orthogeriatric assessment, time to surgery, assessment of delirium and discharge destination.

full clinical dataset and theatre sheet available upon request: nhfd@rcplondon.ac.uk ",[],[],[],Health and disease; Registry,Musculoskeletal,,,,
hqip,65eaa19c-e4b6-4611-922a-4be585a6d348,,falls and fragility fracture audit  programme - inpatient falls clinical dataset,"the fffap naif is a continuous, record-level audit of falls prevention prior to the hip fracture and post-falls care, for inpatient falls within acute, community and mental health hospital care in  england and wales. data collection started january 2019.","['Audit', 'FFFAP', 'Fall', 'Fragility', 'Inpatient Falls', 'Clinical', 'Dataset']","the fffap naif is a continuously ascertained, record-level audit which evaluates both falls prevention activity prior to the hip fracture and post-falls care, when inpatients have fallen within acute, community and mental health hospital care in england and wales. data collection started in january 2019.",['health and disease'],['mental health'],"['{Field: Abstract, Value: mental health}', '{Field: Description, Value: mental health}']",Health and disease; Treatment/Intervention,Musculoskeletal,,,,
hqip,97771ec7-2abb-4d6e-b630-77c61a5e314a,,fffap -  national hip fracture database facilities survey 2019,"dataset contains information on all patients admitted to hospital with hip fractures.  includes multiple aspects of patients' care including time to orthogeriatric assessment, time to surgery, assessment of delirium and discharge destination.","['Audit', 'FFFAP', 'Fall', 'Fragility', 'Hip Fracture', 'Database', 'Facilities Survey 2019']","the nhfd fa is an annual survey of all trauma centres in the uk. it includes data on the support for clinical governance, organisation of theatres and care bundles that are used. full datasets available on request: nhfd@rcplondon.ac.uk ",[],[],[],Health and disease,Musculoskeletal,,,,
