#,_id,license,description,name,tags,link,authors_names,categories,programmingLanguage,MK2 Programming Language (array),Language 1,Language 2,Package,resultsInsights,Team_owner,License MK2,License2 MK2,License Notes,Category,Category2,Category3,Category Notes,General note,MK2 Package,MK2 License (array),MK2 Type_Category (array)
0,5ece82142abda8b3a06f1a1b,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,0,CMMID Interactive Applications,"{'topics': ['COVID-19'], 'features': ['Modelling', 'Visualisation']}",https://cmmid.github.io/visualisations,['LSHTM'],"{'category': 'Data Modelling', 'programmingLanguageVersion': '', 'programmingLanguage': ['R']}","[{'programmingLanguage': 'R', 'version': ''}]","R, ",R,,Data modelling,0,London School of Hygiene and Tropical Medicine,Available upon request,,,Analysis,Reference documents/ Catalogue,,,Does an organisation need a Team on the Gateway in order to be able to have an organisational point of contact?,Data modelling,", ","Analysis, Reference documents/ Catalogue, "
48,5f86c10b9bb07a4263148225,APACHE_2_0,"The RADAR-base platform is a scalable and inter-operable mHealth platform which provides capabilities for remote monitoring using passively (e.g. sensor data, wearables, IoT) and actively (e.g. questionnaires, digital tests). The platform developed at King's College London is already being used in a number of large-scale longitudinal mental and physical health-related disorder projects (see https://radar-base.org and https://github.com/RADAR-base/).  The complete RADAR-base technology stack is available under an Apache 2 open source license and is supported by an active community of developers, researchers and clinicians who focus on continuously improving data quality, user experience, validation and extending the platform with new features and data sources.",RADAR-base,"{'features': ['mHealth', 'Remote Monitoring', 'Wearables', 'Sensors', 'IoT'], 'topics': ['Healthcare']}",https://radar-base.org,0,"{'category': 'Platform', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5f86c10b9bb07ad1d3148226'), 'programmingLanguage': 'Java', 'version': ''}, {'_id': ObjectId('5f86c10b9bb07a2cc7148227'), 'programmingLanguage': 'Kotlin', 'version': ''}, {'_id': ObjectId('5f86c10b9bb07aa754148228'), 'programmingLanguage': 'Javascript', 'version': ''}]","Java, Kotlin",Java,Kotlin,,0,,"Apache License, Version 2.0",,,Data collection/Management,,,,,,"Apache License, Version 2.0, ","Data collection/Management, , "
49,5fa19c41ce6e033e8a344b14,APACHE_2_0,"The HDR UK Phenotype Portal is a national platform for dissemination of citable algorithms (incl. validations) and tools which will reduce duplication of effort and improve research reproducibility. hough this project, we will deliver a fundamental step-change in the current EHR community in the UK by bringing together health data scientists, clinicians, computer scientists, public health experts and data curators under the FAIR principles (www.force11.org). The National Phenomics Resource will facilitate the dissemination and re-use of algorithms, tools and methods by the community. By establishing a national standard for creating, evaluating and representing phenotypes, we will accelerate the impact of discovery through increased transparency and replicability and maximise the usability and value of existing data repositories to new users. Finally, we will take the first steps towards establishing computational biomedical knowledge objects (e.g. guidelines with embedded phenotypes endorsed by NICE) which will enable the creation of actionable health analytics in the NHS.",HDR UK CALIBER Phenotype Portal,"{'features': ['Phenomics'], 'topics': []}",https://portal.caliberresearch.org/,0,"{'programmingLanguage': [], 'category': 'Phenomics'}","[{'_id': ObjectId('5fa19c41ce6e033c6b344b15'), 'programmingLanguage': 'HTML', 'version': ''}]","Markup, ",Markup,,,0,,"Apache License, Version 2.0",,,Data discovery,Reference documents/ Catalogue,,,,,"Apache License, Version 2.0, ","Data discovery, Reference documents/ Catalogue, "
50,5faafed92a435e3a046f36e4,APACHE_2_0,"Komenti uses background knowledge that researchers have already discovered about biology and medicine. It combines and uses this knowledge in new ways, with the aim to learn even more from sources that are usually difficult for computers to understand. For example, it can extract information about a patient and the illnesses they are suffering from letters written by their doctor. 

This information can then be used in several ways. It tells us about the patient on an individual level, and by presenting findings in a better way, it allows doctors to make more informed decisions about their care. It also tells us about the illnesses that patients have, and what patients who have those diseases are like. This information contributes to our overall knowledge of medicine, and will help to improve overall procedures and treatments for many patients.",Komenti,"{'features': ['rule-based', 'semantic'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",https://github.com/reality/Komenti,0,"{'category': 'Semantic Query and Text Mining Framework', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5faafed92a435e70ed6f36e5'), 'programmingLanguage': 'Groovy', 'version': ''}, {'_id': ObjectId('5faafed92a435e47866f36e6'), 'programmingLanguage': 'JVM', 'version': ''}]","Java, ",Java,,,"* Application of formal logics to text mining
* General heuristics for context disambiguation
* Ontology construction
* Medical cohort identification
* Literature mining
* Medical outcome prediction and decision making support",,"Apache License, Version 2.0",,,Analysis,AI/ML pipeline,,,,,"Apache License, Version 2.0, ","Analysis, AI/ML pipeline, "
51,5fab009d2a435e2e8f6f3701,GPL_3_0,"EdIE-viz provides an interface for stroke-related clinical concept recognition and negation detection in brain radiology reports. There are two underlying systems, EdIE-R, which is a rule-based model. And EdIE-N, which is a neural network based model.",EdIE-viz,"{'features': [' rule-based', 'supervised machine learning'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",http://jekyll.inf.ed.ac.uk/edieviz,0,"{'category': 'NLP system', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab009d2a435e06c26f3702'), 'programmingLanguage': 'C', 'version': ''}, {'_id': ObjectId('5fab009d2a435ed0a66f3703'), 'programmingLanguage': 'Bash', 'version': ''}, {'_id': ObjectId('5fab009d2a435e32046f3704'), 'programmingLanguage': 'Python', 'version': ''}, {'_id': ObjectId('5fab009d2a435e01436f3705'), 'programmingLanguage': 'ltxml2', 'version': ''}, {'_id': ObjectId('5fab009d2a435ea1ef6f3706'), 'programmingLanguage': 'Rxp', 'version': ''}]","Python, C",Python,C,Natural Langauge Processing,Automatic extraction of fine-grained stroke-related findings at scale. Visualisation of findings and comparison of models.,,GNU General Public License version 3,,GNU General Public License version 3.0 (GPLv3),Analysis,AI/ML pipeline,,,,Natural Langauge Processing,"GNU General Public License version 3, ","Analysis, AI/ML pipeline, "
52,5fab01432a435eaf346f370b,CC_BYNC_3_0,"MedNorm is a corpus of 27,979 textual descriptions simultaneously mapped to both MedDRA and SNOMED-CT, sourced from five publicly available datasets across biomedical and social media domains.
The cross-terminology medical concept embeddings are 64-dimensional vectors for UMLS, MedDRA and SNOMED-CT concepts that are able to capture semantic similarities between concepts from different medical terminologies.",MedNorm Corpus,"{'features': ['corpus'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",https://data.mendeley.com/datasets/b9x7xxb9sz/1,0,"{'category': 'Dataset, corpus', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab01432a435e16ed6f370c'), 'programmingLanguage': 'Python', 'version': ''}]","Python, ",Python,,Natural Langauge Processing,0,,Creative Commons Attributionâ€“NonCommercial 3.0 Unported,,,Analysis,Reference documents/ Catalogue,AI/ML pipeline,,,Natural Langauge Processing,"Creative Commons Attributionâ€“NonCommercial 3.0 Unported, ","Analysis, Reference documents/ Catalogue, AI/ML pipeline"
53,5fab02182a435e3f876f3716,APACHE_2_0,"CogStack is designed to operationalise unstructured data resources. It is a locally deployable, distributed, microservice architecture intended to make information retrieval/extraction easier from EHRs. It comprises of multiple components i) unstructured data harmonisation (TIKA, and Tesseract OCR) ii) information indexing, iii) NLP. 

There are currently two versions: the original design based on a Java Spring Batch pipeline and a newly redeveloped application which uses Apache NiFi as the backbone workflow management.",CogStack,"{'features': ['pipeline', 'nlp'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",https://cogstack.org/,0,"{'category': 'Clinical Informatics Pipeline', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab02182a435ebf846f3717'), 'programmingLanguage': 'Java', 'version': ''}]","Java, ",Java,,,"The main goal for CogStack is to provide a generalised way to access the various modes of unstructured data in a clinical record, harmonise them into a common format and index them in Elasticsearch for information retrieval. Ontop Elasticsearch is an NLP pipeline (CogStack MedCat) for information extraction.",,"Apache License, Version 2.0",,,Preparing data for analysis,Analysis,AI/ML pipeline,,,,"Apache License, Version 2.0, ","Preparing data for analysis, Analysis, AI/ML pipeline"
54,5fab02b82a435ed5456f371c,APACHE_2_0,"SemEHR is a text mining and semantic search system designed for Surfacing Semantic Data from Clinical Notes in Electronic Health Records for Tailored Care, Trial Recruitment and Clinical Research.",SemEHR,"{'features': [' semantic computing', 'continuous learning'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",https://github.com/CogStack/CogStack-SemEHR,0,"{'category': 'NLP System', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab02b82a435efe1e6f371d'), 'programmingLanguage': 'Java', 'version': ''}, {'_id': ObjectId('5fab02b82a435e3dab6f371e'), 'programmingLanguage': 'Python', 'version': ''}, {'_id': ObjectId('5fab02b82a435e14016f371f'), 'programmingLanguage': 'Javascript', 'version': ''}, {'_id': ObjectId('5fab02b82a435e44a06f3720'), 'programmingLanguage': 'Elasticsearch', 'version': ''}, {'_id': ObjectId('5fab02b82a435e050e6f3721'), 'programmingLanguage': 'RDF', 'version': ''}]","Python, Javascript",Python,Javascript,Natural Langauge Processing,"Built upon off-the-shelf toolkits including a Natural Language Processing (NLP) pipeline (Bio-Yodie) and an enterprise search system (CogStack), SemEHR implements a generic information extraction (IE) and retrieval infrastructure by identifying contextualised mentions of a wide range of biomedical concepts from unstructured clinical notes. Its IE functionality features an adaptive and iterative NLP mechanism where specific requirements and fine-tuning can be fulfilled and realised on a study basis. NLP annotations are further assembled at patient level and extended with clinical and EHR-specific knowledge to populate a panorama for each patient, which comprises a) longitudinal semantic data views and b) structured medical profile(s). The semantic data is serviced via ontology-based search and analytics interfaces to facilitate clinical studies.",,"Apache License, Version 2.0",,,Analysis,AI/ML pipeline,,,,Natural Langauge Processing,"Apache License, Version 2.0, ","Analysis, AI/ML pipeline, "
55,5fab03312a435e928d6f3726,GPL_3_0,Corpora containing examples of two ambiguities from the biomedical domain (abbreviations and gene names). ,Two Corpora of Ambiguities in the Biomedical Domain: Abbreviations and Gene Names,"{'features': ['corpus'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",http://staffwww.dcs.shef.ac.uk/people/M.Stevenson/resources/BioWSD/corpora/,0,"{'category': 'Corpora for NLP research', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab03312a435e14e46f3727'), 'programmingLanguage': 'Perl', 'version': ''}]","C, ",C,,Natural Langauge Processing,These corpora were developed to support the development of Word Sense Disambiguation for biomedical documents. ,,GNU General Public License version 3,,GNU General Public License version 3.0 (GPLv3),Analysis,AI/ML pipeline,Reference documents/ Catalogue,,,Natural Langauge Processing,"GNU General Public License version 3, ","Analysis, AI/ML pipeline, Reference documents/ Catalogue"
56,5fab03eb2a435eb4026f372c,CC_BYNCSA_2_0,"Research literature in biomedicine and related fields contains a huge number of claims, such as the effectiveness of treatments. These claims are not always consistent and may even contradict each other. Being able to identify contradictory claims is important for those who rely on the biomedical literature. Automated methods to identify and resolve them are required to cope with the amount of information available. However, research in this area has been hampered by a lack of suitable resources. We provide a corpus containing examples of potentially contradictory claims from Medline abstracts describing cardiovascular research intended as a useful resource for researchers working on similar problems.",Corpus of Potentially Contradictory Research Claims from Cardiovascular Research Abstracts,"{'features': ['corpus'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",http://staffwww.dcs.shef.ac.uk/people/M.Stevenson/resources/bio_contradictions/,0,"{'category': 'Corpus for NLP research', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab03eb2a435e1d5d6f372d'), 'programmingLanguage': 'XML', 'version': ''}]","Markup, ",Markup,,Natural Langauge Processing,0,,Creative Commons Attributionâ€“NonCommercialâ€“ShareAlike 2.0 Generic,,Needs validation,Reporting/ Visualisations/ Dashboards,AI/ML pipeline,,,,Natural Langauge Processing,"Creative Commons Attributionâ€“NonCommercialâ€“ShareAlike 2.0 Generic, ","Reporting/ Visualisations/ Dashboards, AI/ML pipeline, "
57,5fab04972a435e666f6f3732,GPL_3_0,"Medication dosage instructions in electronic health records are often in the form of text rather than numbers. This program is designed to convert the text into numbers for the dose, frequency, units, duration etc.",CALIBERdrugdose,"{'features': ['rule-based'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",http://r-forge.r-project.org/R/?group_id=1598,0,"{'category': 'Rule-based NLP system for converting text dosage instructions into a structured form', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab04972a435eb8a36f3733'), 'programmingLanguage': 'R', 'version': ''}]","R, ",R,,Natural Langauge Processing,"This is a rule-based algorithm for converting text dosage instructions into a structured form, designed for pharmacoepidemiology studies in primary care databases. When run in batch mode, the algorithm identifies unique dosage strings and uses a series of regular expressions to standardise the wording, then applies numerical extraction algorithms to extract dose number, frequency etc. and calculate the daily dose. It also flags if the instructions specify a dose range or state a maximum dose, or if it is an 'as required' prescription.

The algorithm can be run as an R service and called from other applications such as Python.  

The original version of the algorithm was in Visual Basic, and it has been ported to R.",,GNU General Public License version 3,,GNU General Public License version 3.0 (GPLv3),Analysis,AI/ML pipeline,,,,Natural Langauge Processing,"GNU General Public License version 3, ","Analysis, AI/ML pipeline, "
58,5fab05142a435e76f46f3738,GPL_3_0,"This computer program is designed to extract diagnoses, dates, durations, laboratory results and selected examination findings (heart rate and blood pressure) from unstructured free text. The program was created based on text in general practice records from the Vision system, and information is encoded using Read Clinical Terms. The program uses lookup tables of phrases and synonyms which were created manually. The lookup tables can be edited in order to enable the program to detect new terms or improve its performance for diagnoses of interest.",Freetext Matching Algorithm,"{'features': ['rule-based'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",https://github.com/anoopshah/freetext-matching-algorithm,0,"{'category': 'Rule-based NLP information extraction system', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab05142a435ee21b6f3739'), 'programmingLanguage': 'Visual Basic', 'version': '6'}]","Visual Basic, ",Visual Basic,,Natural Langauge Processing,"This is a small, fast, standalone information extraction system designed for text in primary care records. It is available in the form of a single executable file with plain text lookup tables. It can run in batch mode on any system with a Visual Basic 6 runtime, without requiring any additional software installation.",,GNU General Public License version 3,,GNU General Public License version 3.0 (GPLv3),AI/ML pipeline,,,,,Natural Langauge Processing,"GNU General Public License version 3, ","AI/ML pipeline, , "
59,5fab05ad2a435ec9986f3741,APACHE_2_0,"A medical concept annotation system that can be used to extract, structure and organize Health Records. It is based on unsupervised learning with the option of online/supervised learning via the MedCATtrainer interface. ",MedCAT,"{'features': ['unsupervised machine learning and deep learning'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",https://github.com/CogStack/MedCAT,0,"{'category': 'NLP system', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab05ad2a435e22126f3742'), 'programmingLanguage': 'Python', 'version': ''}, {'_id': ObjectId('5fab05ad2a435e62226f3743'), 'programmingLanguage': 'Vue', 'version': ''}]","Python, ",Python,,Natural Langauge Processing,The initial motivation was temporal modelling of patients and diseases given the information in free text. But later we added nearly anything that in some way requires the information in free text to be structured.  ,,"Apache License, Version 2.0",,,Preparing data for analysis,AI/ML pipeline,Analysis,,,Natural Langauge Processing,"Apache License, Version 2.0, ","Preparing data for analysis, AI/ML pipeline, Analysis"
60,5fab06482a435ea23c6f3748,MIT,"We have trained and validated a dedicated NER system to identify 7 categories: dosage, drug, duration, form, frequency, route and strength. We used transfer learning and self-supervised pre-training on 2.1 million documents from MIMIC EHR. Strict and lenient micro F1 achieved = 0.89 (0.95). ",Med7,"{'features': ['convolutional neural network', 'self-supervised pertaining', 'transfer learning'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics']}",https://github.com/kormilitzin/med7,0,"{'category': 'Named entity recognition (NER) model', 'programmingLanguage': [], 'programmingLanguageVersion': None}","[{'_id': ObjectId('5fab06482a435e4d596f3749'), 'programmingLanguage': 'Python', 'version': '3.6'}, {'_id': ObjectId('5fab06482a435e2e776f374a'), 'programmingLanguage': 'thinc', 'version': '7'}, {'_id': ObjectId('5fab06482a435eb1316f374b'), 'programmingLanguage': 'spaCy', 'version': '2.2.3'}]","Python, ",Python,,Natural Langauge Processing,"The model is trained in order to support the clinical NLP community with a robust and accurate NER model for further downstream tasks. The development was motivated by two main goals: accuracy and interoperability. The model is written in Python 3.6+ and is compatible with spaCy pipelines, which is a free software for general NLP tasks.",,The MIT License,,MIT,Preparing data for analysis,AI/ML pipeline,,,,Natural Langauge Processing,"The MIT License, ","Preparing data for analysis, AI/ML pipeline, "
61,5fb6b0bf61e80f66fcdd93d2,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of agitation.

Both past and present symptom.

Output values: Positive, Negative, and Unknown.",test2.1,"{'features': ['agitation', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fb6b0bf61e80f27aedd93d3'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,,Available upon request,,,Preparing data for analysis,AI/ML pipeline,,,,Machine learning,"Available upon request, ","Preparing data for analysis, AI/ML pipeline, "
62,5fbcee0bf1f7c51daa352e63,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of aggressive behaviour in patients, including verbal, physical and sexual.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Aggression,"{'features': ['aggression', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcee0bf1f7c5c3b9352e64'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,Analysis,AI/ML pipeline,,,,Machine learning,"Available upon request, ","Analysis, AI/ML pipeline, "
63,5fbcee24f1f7c51cb8352e68,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of agitation.

Both past and present symptom.

Output values: Positive, Negative, and Unknown.",CRIS NLP Agitation,"{'features': ['agitation', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcee24f1f7c53ef1352e69'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,Analysis,AI/ML pipeline,,,,Machine learning,"Available upon request, ","Analysis, AI/ML pipeline, "
64,5fbcee3df1f7c51b30352e6d,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of anergia.

Both past and present symptom.

Output values: Positive and Negative.",CRIS NLP Anergia,"{'features': ['anergia', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcee3df1f7c58f0e352e6e'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,Analysis,AI/ML pipeline,,,,Machine learning,"Available upon request, ","Analysis, AI/ML pipeline, "
65,5fbcee57f1f7c562dd352e72,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of anhedonia (inability to experience pleasure from activities usually found.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Anhedonia,"{'features': ['anhedonia', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcee57f1f7c55c8c352e73'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
66,5fbcee70f1f7c55a90352e77,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to extract the presence of apathy.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Apathy,"{'features': ['apathy', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcee70f1f7c5ed95352e78'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
67,5fbcee8af1f7c52541352e7c,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of arousal excluding sexual arousal.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Arousal,"{'features': ['arousal', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcee8af1f7c5a985352e7d'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
68,5fbceea3f1f7c55637352e81,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of experiencing a bad dream.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Bad Dreams,"{'features': ['bad dreams', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbceea3f1f7c50408352e82'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
69,5fbceebcf1f7c5809e352e86,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of blunted affect.

Both past and present symptom.

Output values: Positive and Negative.",CRIS NLP Blunted Affect,"{'features': ['blunted affect', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbceebcf1f7c5443e352e87'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
70,5fbceed6f1f7c537fe352e8b,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of circumstantiality.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Circumstantiality,"{'features': ['circumstantiality', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbceed6f1f7c5bf1b352e8c'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
71,5fbceeeff1f7c57cb7352e90,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of concrete thinking.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Concrete thinking,"{'features': ['concrete thinking', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbceeeff1f7c530fd352e91'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
72,5fbcef08f1f7c5ba23352e95,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of delusions.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Delusions,"{'features': ['delusions', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcef08f1f7c57b55352e96'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
73,5fbcef21f1f7c57108352e9b,HDR_CATEGORY_AVAILABLE_UPON_REQUEST,"Application to identify instances of derailment.

Both past and present symptom.

Output values: Positive, Negative and Unknown.",CRIS NLP Derailment,"{'features': ['derailment', 'symptoms'], 'topics': ['hdruk-text', 'natural language processing', 'nlp', 'text analytics', 'Mental health', 'psychiatry']}",https://maudsleybrc.nihr.ac.uk/facilities/clinical-record-interactive-search-cris/cris-natural-language-processing/,0,"{'programmingLanguage': [], 'category': 'NLP System'}","[{'_id': ObjectId('5fbcef21f1f7c550c7352e9c'), 'programmingLanguage': 'Machine learning - TextHunter', 'version': ''}]","Not applicable, ",Not applicable,,Machine learning,For further details please visit the CRIS link provided,NIHR Maudsley Biomedical Research Centre (BRC),Available upon request,,,AI/ML pipeline,,,,,Machine learning,"Available upon request, ","AI/ML pipeline, , "
